,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
1896,Air India,AI-809,Dec 02,Mumbai,Goa,14h 35m,1-stop,"12,978"
1897,Air India,AI-806,Dec 02,Mumbai,Goa,16h 35m,1-stop,"12,978"
1898,Air India,AI-635,Dec 02,Mumbai,Goa,17h 30m,1-stop,"12,978"
1899,Air India,AI-864,Dec 02,Mumbai,Goa,17h 35m,1-stop,"12,978"
1900,Vistara,UK-851,Dec 02,Mumbai,Goa,07h 05m,1-stop,"13,608"
1901,Vistara,UK-857,Dec 02,Mumbai,Goa,17h 05m,1-stop,"13,661"
1902,Vistara,UK-849,Dec 02,Mumbai,Goa,20h 35m,1-stop,"13,661"
1903,Air India,AI-867,Dec 02,Mumbai,Goa,27h 05m,1-stop,"13,398"
1904,GO FIRST,G8- 321,Dec 02,Mumbai,Goa,07h 25m,1-stop,"14,211"
1905,GO FIRST,G8- 391,Dec 02,Mumbai,Goa,09h 40m,1-stop,"14,211"
1906,GO FIRST,G8- 319,Dec 02,Mumbai,Goa,13h 15m,1-stop,"14,211"
1907,GO FIRST,G8- 327,Dec 02,Mumbai,Goa,15h 10m,1-stop,"14,211"
1908,Air India,AI-867,Dec 02,Mumbai,Goa,23h 00m,1-stop,"13,874"
1909,Air India,AI-867,Dec 02,Mumbai,Goa,23h 00m,1-stop,"13,874"
1910,Air India,AI-888,Dec 02,Mumbai,Goa,25h 30m,2+-stop,"13,874"
1911,Air India,AI-888,Dec 02,Mumbai,Goa,25h 30m,2+-stop,"13,874"
1912,Air India,AI-660,Dec 02,Mumbai,Goa,26h 30m,1-stop,"13,874"
1913,Air India,AI-660,Dec 02,Mumbai,Goa,26h 30m,1-stop,"13,874"
1914,Air India,AI-442,Dec 02,Mumbai,Goa,29h 05m,1-stop,"13,874"
1915,Air India,AI-442,Dec 02,Mumbai,Goa,29h 05m,1-stop,"13,874"
1916,Air India,AI-442,Dec 02,Mumbai,Goa,29h 05m,1-stop,"13,874"
1917,Air India,AI-809,Dec 02,Mumbai,Goa,34h 30m,1-stop,"13,874"
1918,Air India,AI-809,Dec 02,Mumbai,Goa,34h 30m,1-stop,"13,874"
1919,Vistara,UK-853,Dec 02,Mumbai,Goa,22h 05m,1-stop,"14,238"
1920,Vistara,UK-958,Dec 02,Mumbai,Goa,08h 55m,1-stop,"14,343"
1921,Vistara,UK-994,Dec 02,Mumbai,Goa,10h 55m,1-stop,"14,343"
1922,Vistara,UK-970,Dec 02,Mumbai,Goa,12h 35m,1-stop,"14,343"
1923,Vistara,UK-930,Dec 02,Mumbai,Goa,13h 50m,1-stop,"14,343"
1924,Vistara,UK-928,Dec 02,Mumbai,Goa,14h 50m,1-stop,"14,343"
1925,Vistara,UK-954,Dec 02,Mumbai,Goa,15h 20m,1-stop,"14,343"
1926,Vistara,UK-986,Dec 02,Mumbai,Goa,22h 35m,1-stop,"14,343"
1927,Vistara,UK-950,Dec 02,Mumbai,Goa,23h 25m,1-stop,"14,343"
1928,Vistara,UK-988,Dec 02,Mumbai,Goa,24h 25m,1-stop,"14,343"
1929,Vistara,UK-910,Dec 02,Mumbai,Goa,27h 50m,1-stop,"14,343"
1930,Air India,AI-657,Dec 02,Mumbai,Goa,17h 40m,2+-stop,"14,074"
1931,Vistara,UK-944,Dec 02,Mumbai,Goa,06h 40m,1-stop,"14,448"
1932,Vistara,UK-960,Dec 02,Mumbai,Goa,09h 25m,1-stop,"14,448"
1933,Vistara,UK-996,Dec 02,Mumbai,Goa,26h 50m,1-stop,"14,448"
1934,Vistara,UK-865,Dec 02,Mumbai,Goa,18h 55m,1-stop,"14,553"
1935,Vistara,UK-940,Dec 02,Mumbai,Goa,25h 35m,1-stop,"14,763"
1936,Air India,AI-687,Dec 02,Mumbai,Goa,08h 35m,1-stop,"14,658"
1937,Vistara,UK-613,Dec 02,Mumbai,Goa,09h 05m,2+-stop,"15,581"
1938,GO FIRST,G8-2508,Dec 02,Mumbai,Goa,13h 45m,1-stop,"18,727"
1939,GO FIRST,G8- 345,Dec 02,Mumbai,Goa,14h 50m,1-stop,"18,727"
1940,GO FIRST,G8- 322,Dec 02,Mumbai,Goa,16h 15m,1-stop,"18,727"
1941,GO FIRST,G8- 329,Dec 02,Mumbai,Goa,07h 30m,1-stop,"19,987"
1942,GO FIRST,G8- 365,Dec 02,Mumbai,Goa,12h 10m,1-stop,"19,987"
1943,Vistara,UK-930,Dec 02,Mumbai,Goa,06h 20m,1-stop,"20,433"
1944,Vistara,UK-928,Dec 02,Mumbai,Goa,07h 20m,1-stop,"20,433"
1945,Vistara,UK-954,Dec 02,Mumbai,Goa,07h 50m,1-stop,"20,433"
1946,Vistara,UK-986,Dec 02,Mumbai,Goa,15h 05m,1-stop,"22,323"
1947,Vistara,UK-950,Dec 02,Mumbai,Goa,15h 55m,1-stop,"22,323"
1948,Vistara,UK-988,Dec 02,Mumbai,Goa,16h 55m,1-stop,"22,323"
1949,Vistara,UK-910,Dec 02,Mumbai,Goa,20h 20m,1-stop,"22,323"
1950,Vistara,UK-996,Dec 02,Mumbai,Goa,19h 20m,1-stop,"22,428"
1951,Vistara,UK-902,Dec 02,Mumbai,Goa,22h 05m,1-stop,"22,428"
1952,Vistara,UK-940,Dec 02,Mumbai,Goa,18h 05m,1-stop,"22,743"
1953,Air India,AI-864,Dec 02,Mumbai,Goa,06h 15m,1-stop,"23,583"
1954,Air India,AI-867,Dec 02,Mumbai,Goa,15h 45m,1-stop,"23,583"
1955,Air India,AI-888,Dec 02,Mumbai,Goa,18h 15m,2+-stop,"23,583"
1956,Air India,AI-635,Dec 02,Mumbai,Goa,30h 10m,1-stop,"23,583"
1957,GO FIRST,G8- 244,Dec 02,Mumbai,Goa,10h 45m,1-stop,"24,607"
1958,SpiceJet,SG-8721,Dec 02,Delhi,Patna,01h 35m,non-stop,"5,112"
1959,SpiceJet,SG- 958,Dec 02,Delhi,Patna,01h 40m,non-stop,"5,112"
1960,SpiceJet,SG- 480,Dec 02,Delhi,Patna,01h 45m,non-stop,"5,112"
1961,GO FIRST,G8- 133,Dec 03,Delhi,Patna,01h 30m,non-stop,"5,114"
1962,GO FIRST,G8-2511,Dec 03,Delhi,Patna,01h 35m,non-stop,"5,114"
1963,GO FIRST,G8- 143,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,114"
1964,GO FIRST,G8- 131,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,114"
1965,GO FIRST,G8- 231,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,114"
1966,Indigo,6E-5003,Dec 03,Delhi,Patna,01h 35m,non-stop,"5,115"
1967,Indigo,6E-2323,Dec 03,Delhi,Patna,01h 45m,non-stop,"5,115"
1968,Vistara,UK-715,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,115"
1969,Indigo,6E-2078,Dec 03,Delhi,Patna,01h 35m,non-stop,"5,430"
1970,Indigo,6E- 761,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,430"
1971,Indigo,6E-2043,Dec 03,Delhi,Patna,01h 45m,non-stop,"5,430"
1972,Air India,AI-409,Dec 03,Delhi,Patna,01h 35m,non-stop,"5,115"
1973,Air India,AI-415,Dec 03,Delhi,Patna,01h 40m,non-stop,"5,115"
1974,GO FIRST,G8- 530,Dec 03,Delhi,Patna,06h 45m,1-stop,"8,054"
1975,GO FIRST,G8- 113,Dec 03,Delhi,Patna,09h 05m,1-stop,"8,054"
1976,GO FIRST,G8-2501,Dec 03,Delhi,Patna,11h 45m,1-stop,"8,054"
1977,GO FIRST,G8- 354,Dec 03,Delhi,Patna,15h 15m,1-stop,"8,054"
1978,GO FIRST,G8- 119,Dec 03,Delhi,Patna,17h 15m,1-stop,"8,054"
1979,Indigo,6E- 546,Dec 03,Delhi,Patna,04h 15m,1-stop,"8,055"
1980,Indigo,6E-2346,Dec 03,Delhi,Patna,09h 25m,1-stop,"8,055"
1981,GO FIRST,G8- 422,Dec 03,Delhi,Patna,14h 25m,1-stop,"8,561"
1982,Indigo,6E-5336,Dec 03,Delhi,Patna,01h 30m,non-stop,"10,050"
1983,Air India,AI-401,Dec 03,Delhi,Patna,07h 20m,1-stop,"9,840"
1984,Air India,AI-483,Dec 03,Delhi,Patna,45h 40m,2+-stop,"14,368"
1985,Air India,AI-506,Dec 03,Delhi,Patna,10h 25m,1-stop,"14,460"
1986,Air India,AI-803,Dec 03,Delhi,Patna,14h 00m,1-stop,"14,460"
1987,Air India,AI-891,Dec 03,Delhi,Patna,45h 55m,2+-stop,"16,035"
1988,Air India,AI-891,Dec 03,Delhi,Patna,45h 55m,2+-stop,"16,035"
1989,Air India,AI-624,Dec 03,Delhi,Patna,43h 10m,2+-stop,"17,715"
1990,Air India,AI-441,Dec 03,Delhi,Patna,44h 20m,2+-stop,"17,715"
1991,Air India,AI-805,Dec 03,Delhi,Patna,42h 10m,2+-stop,"18,555"
1992,Air India,AI-9643,Dec 03,Delhi,Patna,39h 20m,2+-stop,"19,605"
1993,Air India,AI-9843,Dec 03,Delhi,Patna,14h 05m,2+-stop,"19,710"
1994,Air India,AI-475,Dec 03,Delhi,Patna,45h 20m,2+-stop,"20,068"
1995,Air India,AI-431,Dec 03,Delhi,Patna,45h 20m,2+-stop,"21,180"
1996,Air India,AI-459,Dec 03,Delhi,Patna,14h 10m,2+-stop,"21,328"
1997,Air India,AI-9809,Dec 03,Delhi,Patna,45h 05m,2+-stop,"21,548"
1998,Air India,AI-9645,Dec 03,Delhi,Patna,45h 35m,2+-stop,"23,953"
1999,Air India,AI-9609,Dec 03,Delhi,Patna,40h 00m,2+-stop,"24,321"
2000,SpiceJet,SG-8941,Dec 03,Delhi,Kolkata,25h 20m,1-stop,"5,429"
2001,SpiceJet,SG-8263,Dec 03,Delhi,Kolkata,02h 05m,non-stop,"5,952"
2002,SpiceJet,SG-8253,Dec 03,Delhi,Kolkata,02h 10m,non-stop,"5,952"
2003,GO FIRST,G8- 101,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"5,954"
2004,GO FIRST,G8- 103,Dec 04,Delhi,Kolkata,02h 20m,non-stop,"5,954"
2005,Indigo,6E-2841,Dec 04,Delhi,Kolkata,02h 05m,non-stop,"5,955"
2006,Indigo,6E-2517,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"5,955"
2007,Indigo,6E-6271,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"5,955"
2008,Indigo,6E- 353,Dec 04,Delhi,Kolkata,02h 15m,non-stop,"5,955"
2009,Indigo,6E-2016,Dec 04,Delhi,Kolkata,02h 15m,non-stop,"5,955"
2010,Vistara,UK-705,Dec 04,Delhi,Kolkata,02h 05m,non-stop,"5,955"
2011,Vistara,UK-727,Dec 04,Delhi,Kolkata,02h 15m,non-stop,"5,955"
2012,GO FIRST,G8- 153,Dec 04,Delhi,Kolkata,04h 40m,1-stop,"5,954"
2013,GO FIRST,G8-2609,Dec 04,Delhi,Kolkata,08h 15m,1-stop,"5,954"
2014,GO FIRST,G8- 354,Dec 04,Delhi,Kolkata,09h 00m,1-stop,"5,954"
2015,GO FIRST,G8- 336,Dec 04,Delhi,Kolkata,09h 30m,1-stop,"5,954"
2016,GO FIRST,G8- 113,Dec 04,Delhi,Kolkata,10h 25m,1-stop,"5,954"
2017,GO FIRST,G8- 392,Dec 04,Delhi,Kolkata,11h 05m,1-stop,"5,954"
2018,GO FIRST,G8-2609,Dec 04,Delhi,Kolkata,11h 40m,1-stop,"5,954"
2019,GO FIRST,G8- 346,Dec 04,Delhi,Kolkata,11h 50m,1-stop,"5,954"
2020,GO FIRST,G8- 188,Dec 04,Delhi,Kolkata,13h 05m,1-stop,"5,954"
2021,GO FIRST,G8- 338,Dec 04,Delhi,Kolkata,13h 20m,1-stop,"5,954"
2022,GO FIRST,G8- 323,Dec 04,Delhi,Kolkata,13h 25m,1-stop,"5,954"
2023,GO FIRST,G8- 334,Dec 04,Delhi,Kolkata,15h 05m,1-stop,"5,954"
2024,GO FIRST,G8- 113,Dec 04,Delhi,Kolkata,16h 15m,1-stop,"5,954"
2025,GO FIRST,G8- 530,Dec 04,Delhi,Kolkata,16h 50m,1-stop,"5,954"
2026,Indigo,6E-2181,Dec 04,Delhi,Kolkata,04h 10m,1-stop,"5,955"
2027,Indigo,6E- 761,Dec 04,Delhi,Kolkata,04h 10m,1-stop,"5,955"
2028,Indigo,6E- 128,Dec 04,Delhi,Kolkata,05h 00m,1-stop,"5,955"
2029,Indigo,6E-6187,Dec 04,Delhi,Kolkata,05h 10m,1-stop,"5,955"
2030,Indigo,6E-6195,Dec 04,Delhi,Kolkata,05h 25m,1-stop,"5,955"
2031,Indigo,6E-5075,Dec 04,Delhi,Kolkata,05h 30m,1-stop,"5,955"
2032,Indigo,6E-2148,Dec 04,Delhi,Kolkata,06h 40m,1-stop,"5,955"
2033,Indigo,6E-5003,Dec 04,Delhi,Kolkata,08h 30m,1-stop,"5,955"
2034,Indigo,6E-6971,Dec 04,Delhi,Kolkata,08h 45m,1-stop,"5,955"
2035,Indigo,6E-2038,Dec 04,Delhi,Kolkata,10h 35m,1-stop,"5,955"
2036,Vistara,UK-747,Dec 04,Delhi,Kolkata,02h 05m,non-stop,"6,060"
2037,Indigo,6E-2057,Dec 04,Delhi,Kolkata,02h 20m,non-stop,"6,270"
2038,AirAsia,I5-829,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"5,956"
2039,AirAsia,I5-548,Dec 04,Delhi,Kolkata,02h 25m,non-stop,"5,956"
2040,AirAsia,I5-550,Dec 04,Delhi,Kolkata,02h 40m,non-stop,"5,956"
2041,AirAsia,I5-711,Dec 04,Delhi,Kolkata,05h 40m,1-stop,"5,953"
2042,AirAsia,I5-784,Dec 04,Delhi,Kolkata,09h 20m,1-stop,"5,953"
2043,AirAsia,I5-784,Dec 04,Delhi,Kolkata,09h 30m,1-stop,"5,953"
2044,AirAsia,I5-721,Dec 04,Delhi,Kolkata,11h 20m,1-stop,"5,953"
2045,AirAsia,I5-740,Dec 04,Delhi,Kolkata,13h 05m,1-stop,"5,953"
2046,AirAsia,I5-776,Dec 04,Delhi,Kolkata,13h 40m,1-stop,"5,953"
2047,AirAsia,I5-784,Dec 04,Delhi,Kolkata,16h 00m,1-stop,"5,953"
2048,Indigo,6E-5074,Dec 04,Delhi,Kolkata,04h 55m,1-stop,"6,323"
2049,GO FIRST,G8- 422,Dec 04,Delhi,Kolkata,12h 20m,1-stop,"6,461"
2050,Indigo,6E- 912,Dec 04,Delhi,Kolkata,02h 15m,non-stop,"6,900"
2051,Indigo,6E-6613,Dec 04,Delhi,Kolkata,10h 30m,1-stop,"6,932"
2052,Indigo,6E-2106,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"7,215"
2053,Indigo,6E-2513,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"7,215"
2054,Indigo,6E-7403,Dec 04,Delhi,Kolkata,05h 45m,1-stop,"7,420"
2055,Indigo,6E-5088,Dec 04,Delhi,Kolkata,07h 20m,1-stop,"7,420"
2056,Indigo,6E-2338,Dec 04,Delhi,Kolkata,07h 25m,1-stop,"7,420"
2057,Indigo,6E- 755,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"7,530"
2058,Vistara,UK-707,Dec 04,Delhi,Kolkata,02h 05m,non-stop,"7,530"
2059,AirAsia,I5-783,Dec 04,Delhi,Kolkata,08h 15m,2+-stop,"7,216"
2060,Indigo,6E-2367,Dec 04,Delhi,Kolkata,06h 10m,1-stop,"7,908"
2061,Indigo,6E-6187,Dec 04,Delhi,Kolkata,07h 45m,1-stop,"7,908"
2062,Indigo,6E-2148,Dec 04,Delhi,Kolkata,08h 00m,1-stop,"7,908"
2063,Air India,AI-762,Dec 04,Delhi,Kolkata,02h 05m,non-stop,"7,635"
2064,Indigo,6E- 282,Dec 04,Delhi,Kolkata,02h 10m,non-stop,"8,055"
2065,Indigo,6E-2346,Dec 04,Delhi,Kolkata,10h 00m,1-stop,"8,396"
2066,AirAsia,I5-747,Dec 04,Delhi,Kolkata,07h 00m,1-stop,"8,397"
2067,AirAsia,I5-1529,Dec 04,Delhi,Kolkata,11h 30m,1-stop,"8,397"
2068,AirAsia,I5-747,Dec 04,Delhi,Kolkata,13h 30m,1-stop,"8,397"
2069,AirAsia,I5-1529,Dec 04,Delhi,Kolkata,16h 00m,1-stop,"8,397"
2070,Indigo,6E-2181,Dec 04,Delhi,Kolkata,05h 30m,1-stop,"8,885"
2071,AirAsia,I5-747,Dec 04,Delhi,Kolkata,06h 50m,1-stop,"9,367"
2072,AirAsia,I5-1529,Dec 04,Delhi,Kolkata,15h 50m,1-stop,"9,367"
2073,SpiceJet,SG-8491,Dec 04,Delhi,Kolkata,06h 40m,1-stop,"10,208"
2074,Indigo,6E-2043,Dec 04,Delhi,Kolkata,07h 00m,1-stop,"10,349"
2075,Indigo,6E-5336,Dec 04,Delhi,Kolkata,07h 55m,1-stop,"10,349"
2076,Indigo,6E- 788,Dec 04,Delhi,Kolkata,09h 15m,1-stop,"10,349"
2077,Indigo,6E- 546,Dec 04,Delhi,Kolkata,04h 50m,1-stop,"10,832"
2078,Air India,AI-469,Dec 04,Delhi,Kolkata,14h 50m,1-stop,"10,483"
2079,Air India,AI-895,Dec 04,Delhi,Kolkata,11h 25m,1-stop,"10,618"
2080,Air India,AI-895,Dec 04,Delhi,Kolkata,27h 20m,1-stop,"10,618"
2081,SpiceJet,SG-2976,Dec 04,Delhi,Kolkata,26h 05m,1-stop,"10,969"
2082,Indigo,6E-2148,Dec 04,Delhi,Kolkata,10h 35m,1-stop,"11,326"
2083,SpiceJet,SG-8187,Dec 04,Delhi,Kolkata,24h 05m,1-stop,"11,834"
2084,Air India,AI-483,Dec 04,Delhi,Kolkata,27h 35m,1-stop,"11,533"
2085,AirAsia,I5-1529,Dec 04,Delhi,Kolkata,09h 40m,1-stop,"11,967"
2086,AirAsia,I5-740,Dec 04,Delhi,Kolkata,11h 15m,1-stop,"11,967"
2087,Indigo,6E-2181,Dec 04,Delhi,Kolkata,08h 05m,1-stop,"12,791"
2088,GO FIRST,G8- 330,Dec 04,Delhi,Kolkata,10h 30m,1-stop,"12,854"
2089,Air India,AI-537,Dec 04,Delhi,Kolkata,21h 40m,1-stop,"12,570"
2090,Vistara,UK-981,Dec 04,Delhi,Kolkata,12h 00m,1-stop,"12,990"
2091,Vistara,UK-977,Dec 04,Delhi,Kolkata,14h 45m,1-stop,"12,990"
2092,Vistara,UK-955,Dec 04,Delhi,Kolkata,15h 55m,1-stop,"12,990"
2093,Vistara,UK-927,Dec 04,Delhi,Kolkata,24h 10m,1-stop,"12,990"
2094,Vistara,UK-985,Dec 04,Delhi,Kolkata,13h 50m,1-stop,"13,095"
2095,Vistara,UK-941,Dec 04,Delhi,Kolkata,16h 45m,1-stop,"13,095"
2096,Vistara,UK-933,Dec 04,Delhi,Kolkata,18h 10m,1-stop,"13,095"
2097,Vistara,UK-951,Dec 04,Delhi,Kolkata,19h 20m,1-stop,"13,095"
2098,Vistara,UK-993,Dec 04,Delhi,Kolkata,20h 50m,1-stop,"13,095"
2099,Vistara,UK-945,Dec 04,Delhi,Kolkata,22h 00m,1-stop,"13,095"
2100,Vistara,UK-995,Dec 04,Delhi,Kolkata,23h 20m,1-stop,"13,095"
2101,Indigo,6E-2043,Dec 04,Delhi,Kolkata,04h 10m,1-stop,"13,253"
2102,Vistara,UK-953,Dec 04,Delhi,Kolkata,13h 00m,1-stop,"13,725"
2103,Indigo,6E-5336,Dec 04,Delhi,Kolkata,05h 05m,1-stop,"13,767"
2104,AirAsia,I5-768,Dec 04,Delhi,Kolkata,07h 45m,2+-stop,"13,516"
2105,SpiceJet,SG-8491,Dec 04,Delhi,Kolkata,12h 00m,1-stop,"14,040"
2106,Air India,AI-865,Dec 04,Delhi,Kolkata,12h 35m,1-stop,"13,830"
2107,Air India,AI-678,Dec 04,Delhi,Kolkata,14h 15m,1-stop,"13,830"
2108,Air India,AI-665,Dec 04,Delhi,Kolkata,15h 15m,1-stop,"13,830"
2109,Air India,AI-887,Dec 04,Delhi,Kolkata,16h 15m,1-stop,"13,830"
2110,Vistara,UK-927,Dec 04,Delhi,Kolkata,07h 25m,1-stop,"14,355"
2111,Vistara,UK-943,Dec 04,Delhi,Kolkata,09h 25m,1-stop,"14,355"
2112,Vistara,UK-927,Dec 04,Delhi,Kolkata,10h 25m,1-stop,"14,355"
2113,Vistara,UK-943,Dec 04,Delhi,Kolkata,12h 25m,1-stop,"14,355"
2114,Vistara,UK-981,Dec 04,Delhi,Kolkata,19h 15m,1-stop,"14,355"
2115,Vistara,UK-977,Dec 04,Delhi,Kolkata,22h 00m,1-stop,"14,355"
2116,Vistara,UK-955,Dec 04,Delhi,Kolkata,23h 10m,1-stop,"14,355"
2117,Vistara,UK-951,Dec 04,Delhi,Kolkata,05h 35m,1-stop,"14,460"
2118,Vistara,UK-995,Dec 04,Delhi,Kolkata,06h 35m,1-stop,"14,460"
2119,Vistara,UK-993,Dec 04,Delhi,Kolkata,07h 05m,1-stop,"14,460"
2120,Vistara,UK-963,Dec 04,Delhi,Kolkata,08h 05m,1-stop,"14,460"
2121,Vistara,UK-945,Dec 04,Delhi,Kolkata,08h 15m,1-stop,"14,460"
2122,Vistara,UK-995,Dec 04,Delhi,Kolkata,09h 35m,1-stop,"14,460"
2123,Vistara,UK-963,Dec 04,Delhi,Kolkata,11h 05m,1-stop,"14,460"
2124,Vistara,UK-985,Dec 04,Delhi,Kolkata,21h 05m,1-stop,"14,460"
2125,Vistara,UK-941,Dec 04,Delhi,Kolkata,24h 00m,1-stop,"14,460"
2126,Vistara,UK-933,Dec 04,Delhi,Kolkata,25h 25m,1-stop,"14,460"
2127,Air India,AI-560,Dec 04,Delhi,Kolkata,23h 55m,1-stop,"14,145"
2128,SpiceJet,SG-8187,Dec 04,Delhi,Kolkata,05h 25m,1-stop,"14,564"
2129,Air India,AI-540,Dec 04,Delhi,Kolkata,17h 15m,1-stop,"14,355"
2130,Indigo,6E-2178,Dec 04,Delhi,Kolkata,08h 45m,1-stop,"14,744"
2131,Air India,AI-504,Dec 04,Delhi,Kolkata,11h 05m,1-stop,"14,670"
2132,Vistara,UK-953,Dec 04,Delhi,Kolkata,20h 15m,1-stop,"15,090"
2133,Air India,AI-439,Dec 04,Delhi,Kolkata,07h 50m,1-stop,"15,195"
2134,Air India,AI-624,Dec 04,Delhi,Kolkata,13h 50m,1-stop,"15,195"
2135,Air India,AI-868,Dec 04,Delhi,Kolkata,14h 50m,1-stop,"15,195"
2136,Air India,AI-865,Dec 04,Delhi,Kolkata,22h 10m,1-stop,"15,195"
2137,Air India,AI-678,Dec 04,Delhi,Kolkata,23h 50m,1-stop,"15,195"
2138,Air India,AI-665,Dec 04,Delhi,Kolkata,24h 50m,1-stop,"15,195"
2139,Air India,AI-887,Dec 04,Delhi,Kolkata,25h 50m,1-stop,"15,195"
2140,Air India,AI-767,Dec 04,Delhi,Kolkata,02h 20m,non-stop,"15,720"
2141,SpiceJet,SG-8903,Dec 04,Delhi,Kolkata,09h 05m,1-stop,"16,350"
2142,Air India,AI-441,Dec 04,Delhi,Kolkata,15h 00m,1-stop,"16,035"
2143,Vistara,UK-637,Dec 04,Delhi,Kolkata,23h 45m,2+-stop,"16,449"
2144,Vistara,UK-706,Dec 04,Delhi,Kolkata,27h 15m,2+-stop,"16,449"
2145,Vistara,UK-975,Dec 04,Delhi,Kolkata,11h 10m,1-stop,"16,455"
2146,Vistara,UK-975,Dec 04,Delhi,Kolkata,14h 10m,1-stop,"16,455"
2147,Indigo,6E-5073,Dec 04,Delhi,Kolkata,05h 20m,1-stop,"16,719"
2148,Vistara,UK-899,Dec 04,Delhi,Kolkata,18h 55m,2+-stop,"17,388"
2149,Vistara,UK-859,Dec 04,Delhi,Kolkata,23h 40m,2+-stop,"17,388"
2150,Vistara,UK-859,Dec 04,Delhi,Kolkata,23h 40m,2+-stop,"17,388"
2151,Vistara,UK-879,Dec 04,Delhi,Kolkata,16h 00m,2+-stop,"17,913"
2152,Vistara,UK-829,Dec 04,Delhi,Kolkata,26h 10m,2+-stop,"17,913"
2153,Vistara,UK-829,Dec 04,Delhi,Kolkata,26h 10m,2+-stop,"17,913"
2154,Air India,AI-805,Dec 04,Delhi,Kolkata,12h 50m,1-stop,"18,030"
2155,Air India,AI-473,Dec 04,Delhi,Kolkata,20h 10m,1-stop,"18,030"
2156,Vistara,UK-635,Dec 04,Delhi,Kolkata,09h 00m,2+-stop,"18,489"
2157,Vistara,UK-859,Dec 04,Delhi,Kolkata,09h 55m,2+-stop,"18,638"
2158,Vistara,UK-871,Dec 04,Delhi,Kolkata,20h 20m,2+-stop,"18,638"
2159,Vistara,UK-855,Dec 04,Delhi,Kolkata,15h 00m,2+-stop,"18,648"
2160,Air India,AI-429,Dec 04,Delhi,Kolkata,28h 05m,1-stop,"18,345"
2161,Vistara,UK-829,Dec 04,Delhi,Kolkata,12h 25m,2+-stop,"19,163"
2162,Air India,AI-807,Dec 04,Delhi,Kolkata,15h 00m,1-stop,"19,920"
2163,Air India,AI-506,Dec 04,Delhi,Kolkata,22h 35m,1-stop,"21,495"
2164,AirAsia,I5-737,Dec 04,Delhi,Pune,02h 05m,non-stop,"5,956"
2165,Indigo,6E-2343,Dec 04,Delhi,Pune,02h 05m,non-stop,"5,955"
2166,Indigo,6E-2471,Dec 04,Delhi,Pune,02h 05m,non-stop,"5,955"
2167,Indigo,6E-2616,Dec 05,Delhi,Pune,02h 10m,non-stop,"5,955"
2168,Vistara,UK-971,Dec 05,Delhi,Pune,02h 10m,non-stop,"5,955"
2169,GO FIRST,G8- 113,Dec 05,Delhi,Pune,07h 15m,1-stop,"5,954"
2170,GO FIRST,G8- 113,Dec 05,Delhi,Pune,14h 10m,1-stop,"5,954"
2171,GO FIRST,G8- 404,Dec 05,Delhi,Pune,21h 40m,2+-stop,"5,954"
2172,Vistara,UK-973,Dec 05,Delhi,Pune,02h 15m,non-stop,"7,530"
2173,SpiceJet,SG-8938,Dec 05,Delhi,Pune,02h 20m,non-stop,"7,842"
2174,SpiceJet,SG-8185,Dec 05,Delhi,Pune,02h 25m,non-stop,"7,842"
2175,Indigo,6E-2104,Dec 05,Delhi,Pune,05h 50m,1-stop,"8,395"
2176,Indigo,6E-2032,Dec 05,Delhi,Pune,08h 35m,1-stop,"8,395"
2177,Indigo,6E-2457,Dec 05,Delhi,Pune,10h 45m,1-stop,"8,395"
2178,Indigo,6E- 189,Dec 05,Delhi,Pune,05h 15m,1-stop,"8,395"
2179,AirAsia,I5-548,Dec 05,Delhi,Pune,13h 50m,2+-stop,"8,316"
2180,Indigo,6E- 221,Dec 05,Delhi,Pune,02h 05m,non-stop,"8,790"
2181,Indigo,6E-2056,Dec 05,Delhi,Pune,06h 05m,1-stop,"8,895"
2182,Indigo,6E-2045,Dec 05,Delhi,Pune,07h 45m,1-stop,"8,895"
2183,Indigo,6E-5059,Dec 05,Delhi,Pune,10h 55m,1-stop,"8,895"
2184,Indigo,6E-2045,Dec 05,Delhi,Pune,04h 20m,1-stop,"8,948"
2185,Indigo,6E-5059,Dec 05,Delhi,Pune,07h 30m,1-stop,"8,948"
2186,Indigo,6E-5014,Dec 05,Delhi,Pune,10h 20m,1-stop,"8,948"
2187,GO FIRST,G8- 173,Dec 05,Delhi,Pune,02h 00m,non-stop,"9,368"
2188,Indigo,6E-2406,Dec 05,Delhi,Pune,02h 10m,non-stop,"9,368"
2189,SpiceJet,SG-8193,Dec 05,Delhi,Pune,11h 40m,1-stop,"9,499"
2190,Vistara,UK-931,Dec 05,Delhi,Pune,02h 05m,non-stop,"9,525"
2191,Vistara,UK-991,Dec 05,Delhi,Pune,02h 10m,non-stop,"9,525"
