,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
844,IndiGo,6E-6409/5211,"Mon, Jan 24",Coimbatore,Mumbai,9h 15m,1 Stop,"2,871"
845,IndiGo,6E-913/5369,"Mon, Jan 24",Coimbatore,Mumbai,9h 40m,1 Stop,"2,871"
846,IndiGo,6E-355/6464,"Mon, Jan 24",Coimbatore,Mumbai,9h 45m,1 Stop,"2,871"
847,IndiGo,6E-6315/5331,"Mon, Jan 24",Coimbatore,Mumbai,10h 00m,1 Stop,"2,871"
848,IndiGo,6E-532/5389,"Mon, Jan 24",Coimbatore,Mumbai,10h 35m,1 Stop,"2,871"
849,Go First,G8-345,"Mon, Jan 24",Kochi,Mumbai,2h 00m,Non Stop,"2,106"
850,Go First,G8-348,"Wed, Feb 2",Kochi,Mumbai,2h 05m,Non Stop,"2,106"
851,Air Asia,I5-629,"Wed, Feb 2",Kochi,Mumbai,2h 10m,Non Stop,"2,106"
852,Air India,AI-699,"Wed, Feb 2",Kochi,Mumbai,2h 15m,Non Stop,"2,107"
853,IndiGo,6E-5395,"Wed, Feb 2",Kochi,Mumbai,2h 00m,Non Stop,"2,208"
854,IndiGo,6E-349,"Wed, Feb 2",Kochi,Mumbai,2h 00m,Non Stop,"2,208"
855,IndiGo,6E-5215,"Wed, Feb 2",Kochi,Mumbai,2h 00m,Non Stop,"2,208"
856,Air Asia,I5-941,"Wed, Feb 2",Bangalore,Mumbai,1h 40m,Non Stop,"2,202"
857,Air Asia,I5-1561,"Wed, Feb 2",Bangalore,Mumbai,1h 45m,Non Stop,"2,202"
858,IndiGo,6E-332,"Wed, Feb 2",Bangalore,Mumbai,2h 00m,Non Stop,"2,202"
859,Air Asia,I5-334,"Wed, Feb 2",Bangalore,Mumbai,2h 00m,Non Stop,"2,202"
860,IndiGo,6E-6257/5207,"Fri, Feb 25",Bangalore,Mumbai,3h 55m,1 Stop,"2,202"
861,IndiGo,6E-7257/5339,"Fri, Feb 25",Bangalore,Mumbai,5h 20m,1 Stop,"2,202"
862,IndiGo,6E-113/5215,"Fri, Feb 25",Bangalore,Mumbai,5h 50m,1 Stop,"2,202"
863,IndiGo,6E-6445/349,"Fri, Feb 25",Bangalore,Mumbai,6h 15m,1 Stop,"2,202"
864,IndiGo,6E-537/903,"Fri, Feb 25",Bangalore,Mumbai,6h 20m,1 Stop,"2,202"
865,IndiGo,6E-886/903,"Fri, Feb 25",Bangalore,Mumbai,7h 15m,1 Stop,"2,202"
866,IndiGo,6E-957,"Fri, Feb 25",Indore,Mumbai,1h 10m,Non Stop,"4,107"
867,IndiGo,6E-543,"Fri, Feb 25",Indore,Mumbai,1h 15m,Non Stop,"4,107"
868,IndiGo,6E-5315,"Fri, Feb 25",Indore,Mumbai,1h 20m,Non Stop,"4,107"
869,IndiGo,6E-5387,"Fri, Feb 25",Indore,Mumbai,1h 25m,Non Stop,"4,107"
870,IndiGo,6E-7104/6605,"Wed, Dec 22",Indore,Mumbai,9h 30m,1 Stop,"4,477"
871,Air India,AI-636,"Wed, Dec 22",Indore,Mumbai,1h 10m,Non Stop,"5,423"
872,IndiGo,6E-7174/399,"Wed, Dec 22",Indore,Mumbai,10h 05m,1 Stop,"6,777"
873,Vistara,UK-912/943,"Wed, Dec 22",Indore,Mumbai,13h 15m,1 Stop,"9,916"
874,Vistara,UK-912/963,"Wed, Dec 22",Indore,Mumbai,14h 40m,1 Stop,"9,916"
875,Vistara,UK-912/927,"Wed, Dec 22",Indore,Mumbai,15h 05m,1 Stop,"9,916"
876,IndiGo,6E-725/949,"Wed, Dec 22",Kolkata,Bangalore,5h 10m,1 Stop,"3,512"
877,IndiGo,6E-496/827,"Wed, Dec 22",Kolkata,Bangalore,6h 30m,1 Stop,"3,512"
878,IndiGo,6E-6021/6505,"Wed, Dec 22",Kolkata,Bangalore,8h 55m,1 Stop,"3,512"
879,IndiGo,6E-6172/413,"Wed, Dec 22",Kolkata,Bangalore,8h 55m,1 Stop,"3,512"
880,Go First,G8-626/517,"Wed, Jan 19",Kolkata,Bangalore,8h 40m,1 Stop,"3,565"
881,IndiGo,6E-6021/6417,"Wed, Jan 19",Kolkata,Bangalore,5h 40m,1 Stop,"3,676"
882,IndiGo,6E-6021/285,"Wed, Jan 19",Kolkata,Bangalore,6h 50m,1 Stop,"3,676"
883,IndiGo,6E-6172/887,"Wed, Jan 19",Kolkata,Bangalore,7h 35m,1 Stop,"3,676"
884,IndiGo,6E-6172/151,"Wed, Jan 19",Kolkata,Bangalore,10h 15m,1 Stop,"3,676"
885,SpiceJet,SG-387/3467,"Wed, Jan 19",Kolkata,Bangalore,23h 45m,1 Stop,"3,692"
886,Air Asia,I5-789/740,"Wed, Jan 19",Jaipur,Bangalore,10h 50m,1 Stop,"6,277"
887,Air Asia,I5-789/1529,"Wed, Jan 19",Jaipur,Bangalore,12h 35m,1 Stop,"6,277"
888,Air India,9I-9644/803,"Wed, Jan 19",Jaipur,Bangalore,13h 20m,1 Stop,"6,471"
889,Air India,9I-9844/803,"Wed, Jan 19",Jaipur,Bangalore,25h 20m,1 Stop,"6,471"
890,IndiGo,6E-7404/2549,"Sun, Dec 26",Jaipur,Bangalore,9h 40m,1 Stop,"6,664"
891,Air India,9I-9644/506,"Sun, Dec 26",Jaipur,Bangalore,16h 55m,1 Stop,"6,891"
892,Air India,9I-9644/502,"Sun, Dec 26",Jaipur,Bangalore,20h 40m,1 Stop,"6,891"
893,Air India,9I-9644/807,"Sun, Dec 26",Jaipur,Bangalore,24h 30m,1 Stop,"7,311"
894,IndiGo,6E-648/6233,"Sun, Dec 26",Jaipur,Bangalore,9h 55m,1 Stop,"7,336"
895,SpiceJet,SG-2973/469,"Sun, Dec 26",Jaipur,Bangalore,4h 50m,1 Stop,"7,428"
896,IndiGo,6E-435,"Sun, Dec 26",Lucknow,Bangalore,2h 40m,Non Stop,"2,991"
897,IndiGo,6E-6354,"Sun, Dec 26",Lucknow,Bangalore,2h 40m,Non Stop,"2,991"
898,IndiGo,6E-325,"Sun, Dec 26",Lucknow,Bangalore,2h 45m,Non Stop,"2,991"
899,IndiGo,6E-7078/6803,"Sun, Dec 26",Lucknow,Bangalore,5h 10m,1 Stop,"2,991"
900,IndiGo,6E-891/331,"Mon, Jan 17",Lucknow,Bangalore,5h 35m,1 Stop,"2,991"
901,IndiGo,6E-7184/6536,"Mon, Jan 17",Lucknow,Bangalore,6h 25m,1 Stop,"2,991"
902,IndiGo,6E-891/5391,"Mon, Jan 17",Lucknow,Bangalore,7h 15m,1 Stop,"2,991"
903,IndiGo,6E-362/219,"Mon, Jan 17",Lucknow,Bangalore,7h 35m,1 Stop,"2,991"
904,IndiGo,6E-891/5204,"Mon, Jan 17",Lucknow,Bangalore,9h 05m,1 Stop,"2,991"
905,IndiGo,6E-6968/996,"Mon, Jan 17",Lucknow,Bangalore,9h 10m,1 Stop,"2,991"
906,SpiceJet,SG-8103/3467,"Mon, Jan 17",New Delhi,Bangalore,26h 45m,1 Stop,"2,943"
907,SpiceJet,SG-8107/3467,"Mon, Jan 17",New Delhi,Bangalore,14h 55m,1 Stop,"3,993"
908,SpiceJet,SG-8185/532,"Mon, Jan 17",New Delhi,Bangalore,7h 45m,1 Stop,"4,141"
909,SpiceJet,SG-8938/532,"Mon, Jan 17",New Delhi,Bangalore,22h 40m,1 Stop,"4,141"
910,Air Asia,I5-740,"Wed, Jan 5",New Delhi,Bangalore,2h 40m,Non Stop,"4,199"
911,Air Asia,I5-784,"Wed, Jan 5",New Delhi,Bangalore,2h 40m,Non Stop,"4,199"
912,IndiGo,6E-2336,"Wed, Jan 5",New Delhi,Bangalore,2h 40m,Non Stop,"4,200"
913,IndiGo,6E-2549,"Wed, Jan 5",New Delhi,Bangalore,2h 55m,Non Stop,"4,200"
914,IndiGo,6E-772,"Wed, Jan 5",New Delhi,Bangalore,2h 55m,Non Stop,"4,200"
915,IndiGo,6E-2026,"Wed, Jan 5",New Delhi,Bangalore,2h 55m,Non Stop,"4,200"
916,SpiceJet,SG-4026/406,"Wed, Jan 5",Guwahati,Bangalore,14h 15m,1 Stop,"4,011"
917,SpiceJet,SG-4026/516,"Wed, Jan 5",Guwahati,Bangalore,23h 55m,1 Stop,"4,011"
918,SpiceJet,SG-4032/516,"Wed, Jan 5",Guwahati,Bangalore,13h 00m,1 Stop,"4,637"
919,Air Asia,I5-1983,"Wed, Jan 5",Guwahati,Bangalore,3h 10m,Non Stop,"4,669"
920,Air Asia,I5-411,"Wed, Jan 5",Guwahati,Bangalore,3h 20m,Non Stop,"4,902"
921,Air Asia,I5-673,"Wed, Jan 5",Guwahati,Bangalore,3h 20m,Non Stop,"4,902"
922,IndiGo,6E-6542,"Wed, Jan 5",Guwahati,Bangalore,3h 35m,Non Stop,"4,902"
923,Go First,G8-546/792,"Wed, Jan 5",Guwahati,Bangalore,8h 20m,1 Stop,"5,082"
924,Go First,G8-296/792,"Wed, Jan 5",Guwahati,Bangalore,11h 20m,1 Stop,"5,082"
925,IndiGo,6E-6154/345,"Wed, Jan 5",Guwahati,Bangalore,5h 35m,1 Stop,"5,129"
926,Go First,G8-398,"Wed, Jan 5",Mumbai,Bangalore,1h 45m,Non Stop,"2,125"
927,Go First,G8-325,"Wed, Jan 5",Mumbai,Bangalore,1h 45m,Non Stop,"2,125"
928,IndiGo,6E-5316,"Wed, Jan 5",Mumbai,Bangalore,1h 35m,Non Stop,"2,126"
929,Air Asia,I5-942,"Wed, Jan 5",Mumbai,Bangalore,1h 40m,Non Stop,"2,126"
930,Air Asia,I5-338,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,126"
931,IndiGo,6E-112,"Mon, Dec 27",Mumbai,Bangalore,1h 50m,Non Stop,"2,126"
932,IndiGo,6E-5204,"Mon, Dec 27",Mumbai,Bangalore,1h 50m,Non Stop,"2,126"
933,IndiGo,6E-6293,"Mon, Dec 27",Mumbai,Bangalore,1h 40m,Non Stop,"2,346"
934,IndiGo,6E-331,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,346"
935,Vistara,UK-849,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,615"
936,Air Asia,I5-819,"Mon, Dec 27",Goa,Bangalore,0h 50m,Non Stop,"2,600"
937,Air Asia,I5-1459,"Mon, Dec 27",Goa,Bangalore,1h 15m,Non Stop,"2,600"
938,IndiGo,6E-6298,"Mon, Dec 27",Goa,Bangalore,1h 20m,Non Stop,"2,600"
939,Air Asia,I5-1784,"Mon, Dec 27",Goa,Bangalore,1h 20m,Non Stop,"2,600"
940,Air Asia,I5-1518,"Fri, Dec 31",Goa,Bangalore,3h 00m,1 Stop,"2,755"
941,Air Asia,I5-974,"Fri, Dec 31",Goa,Bangalore,3h 10m,1 Stop,"2,755"
942,Go First,G8-286,"Fri, Dec 31",Goa,Bangalore,1h 10m,Non Stop,"3,102"
943,IndiGo,6E-174,"Fri, Dec 31",Goa,Bangalore,1h 10m,Non Stop,"3,216"
944,IndiGo,6E-617,"Fri, Dec 31",Goa,Bangalore,1h 15m,Non Stop,"3,216"
945,IndiGo,6E-249,"Fri, Dec 31",Goa,Bangalore,1h 10m,Non Stop,"3,531"
946,Go First,G8-273,"Fri, Dec 31",Patna,Bangalore,2h 25m,Non Stop,"3,659"
947,IndiGo,6E-178,"Fri, Dec 31",Patna,Bangalore,2h 45m,Non Stop,"3,659"
948,SpiceJet,SG-767,"Fri, Dec 31",Patna,Bangalore,3h 10m,Non Stop,"3,659"
949,IndiGo,6E-805,"Fri, Dec 31",Patna,Bangalore,2h 50m,Non Stop,"3,942"
950,Go First,G8-874,"Sat, Jan 15",Patna,Bangalore,2h 30m,Non Stop,"4,609"
951,SpiceJet,SG-732/3467,"Sat, Jan 15",Patna,Bangalore,10h 40m,1 Stop,"5,024"
952,IndiGo,6E-594/6505,"Sat, Jan 15",Patna,Bangalore,6h 10m,1 Stop,"5,181"
953,IndiGo,6E-594/949,"Sat, Jan 15",Patna,Bangalore,8h 25m,1 Stop,"5,181"
954,IndiGo,6E-925/489,"Sat, Jan 15",Patna,Bangalore,7h 05m,1 Stop,"5,232"
955,IndiGo,6E-432/285,"Sat, Jan 15",Patna,Bangalore,10h 00m,1 Stop,"5,292"
956,Go First,G8-509,"Sat, Jan 15",Hyderabad,Bangalore,1h 00m,Non Stop,"1,802"
957,Air Asia,I5-974,"Sat, Jan 15",Hyderabad,Bangalore,1h 05m,Non Stop,"1,802"
958,Air Asia,I5-1541,"Sat, Jan 15",Hyderabad,Bangalore,1h 10m,Non Stop,"1,802"
959,Vistara,UK-898,"Sat, Jan 15",Hyderabad,Bangalore,1h 10m,Non Stop,"1,802"
960,Go First,G8-517,"Tue, Dec 28",Hyderabad,Bangalore,1h 15m,Non Stop,"1,802"
961,IndiGo,6E-6505,"Tue, Dec 28",Hyderabad,Bangalore,1h 15m,Non Stop,"1,802"
962,IndiGo,6E-949,"Tue, Dec 28",Hyderabad,Bangalore,1h 15m,Non Stop,"1,802"
963,IndiGo,6E-887,"Tue, Dec 28",Hyderabad,Bangalore,1h 20m,Non Stop,"1,802"
964,IndiGo,6E-151,"Tue, Dec 28",Hyderabad,Bangalore,1h 20m,Non Stop,"1,802"
965,IndiGo,6E-413,"Tue, Dec 28",Hyderabad,Bangalore,1h 30m,Non Stop,"1,802"
966,IndiGo,6E-7251/7258,"Tue, Dec 28",Vijayawada,Bangalore,8h 15m,1 Stop,"2,845"
967,Air India,9I-9502,"Tue, Dec 28",Vijayawada,Bangalore,1h 40m,Non Stop,"3,692"
968,IndiGo,6E-7203,"Tue, Dec 28",Vijayawada,Bangalore,1h 45m,Non Stop,"3,692"
969,IndiGo,6E-7072,"Tue, Dec 28",Vijayawada,Bangalore,1h 50m,Non Stop,"3,692"
970,IndiGo,6E-7224,"Fri, Dec 17",Vijayawada,Bangalore,1h 50m,Non Stop,"3,692"
971,IndiGo,6E-7133,"Fri, Dec 17",Vijayawada,Bangalore,1h 55m,Non Stop,"3,692"
972,IndiGo,6E-7284/887,"Fri, Dec 17",Vijayawada,Bangalore,9h 25m,1 Stop,"4,427"
973,IndiGo,6E-7284/413,"Fri, Dec 17",Vijayawada,Bangalore,10h 45m,1 Stop,"4,427"
974,Air India,9I-9892/9518,"Fri, Dec 17",Vijayawada,Bangalore,26h 35m,1 Stop,"4,479"
975,IndiGo,6E-7297/949,"Fri, Dec 17",Vijayawada,Bangalore,6h 50m,1 Stop,"4,637"
976,SpiceJet,SG-731,"Fri, Dec 17",Chennai,Hyderabad,1h 15m,Non Stop,"1,551"
977,IndiGo,6E-6215,"Fri, Dec 17",Chennai,Hyderabad,1h 00m,Non Stop,"1,552"
978,IndiGo,6E-495,"Fri, Dec 17",Chennai,Hyderabad,1h 10m,Non Stop,"1,552"
979,Air Asia,I5-517,"Fri, Dec 17",Chennai,Hyderabad,1h 10m,Non Stop,"1,552"
980,IndiGo,6E-156,"Thu, Dec 30",Chennai,Hyderabad,1h 10m,Non Stop,"1,552"
981,IndiGo,6E-6217,"Thu, Dec 30",Chennai,Hyderabad,1h 10m,Non Stop,"1,552"
982,Go First,G8-505,"Thu, Dec 30",Chennai,Hyderabad,1h 15m,Non Stop,"1,552"
983,IndiGo,6E-193,"Thu, Dec 30",Chennai,Hyderabad,1h 15m,Non Stop,"1,552"
984,IndiGo,6E-6006,"Thu, Dec 30",Chennai,Hyderabad,1h 20m,Non Stop,"1,552"
985,IndiGo,6E-591,"Thu, Dec 30",Chennai,Hyderabad,1h 20m,Non Stop,"1,800"
986,IndiGo,6E-891/5371,"Thu, Dec 30",Lucknow,Hyderabad,6h 25m,1 Stop,"4,059"
987,IndiGo,6E-362/5208,"Thu, Dec 30",Lucknow,Hyderabad,10h 05m,1 Stop,"4,390"
988,Go First,G8-212/422,"Thu, Dec 30",Lucknow,Hyderabad,11h 05m,1 Stop,"4,525"
989,Go First,G8-2510/422,"Thu, Dec 30",Lucknow,Hyderabad,14h 20m,1 Stop,"4,525"
990,Air India,AI-412/560,"Mon, Dec 27",Lucknow,Hyderabad,25h 35m,1 Stop,"4,566"
991,IndiGo,6E-362/5217,"Mon, Dec 27",Lucknow,Hyderabad,9h 10m,1 Stop,"4,600"
992,Go First,G8-175/423,"Mon, Dec 27",Lucknow,Hyderabad,15h 05m,1 Stop,"4,679"
993,IndiGo,6E-2252/2331,"Mon, Dec 27",Lucknow,Hyderabad,10h 05m,1 Stop,"4,813"
994,IndiGo,6E-6968/383,"Mon, Dec 27",Lucknow,Hyderabad,6h 15m,1 Stop,"4,814"
995,Air India,AI-812/560,"Mon, Dec 27",Lucknow,Hyderabad,14h 15m,1 Stop,"4,829"
996,Vistara,UK-897,"Mon, Dec 27",Bangalore,Hyderabad,1h 00m,Non Stop,"1,798"
997,Air Asia,I5-1983,"Mon, Dec 27",Bangalore,Hyderabad,1h 05m,Non Stop,"1,798"
998,IndiGo,6E-6257,"Mon, Dec 27",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
999,IndiGo,6E-484,"Mon, Dec 27",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
1000,Air Asia,I5-1576,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
1001,IndiGo,6E-6491,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
1002,Air Asia,I5-410,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
1003,IndiGo,6E-886,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
1004,Air Asia,I5-972,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
1005,IndiGo,6E-6067,"Thu, Feb 24",Bangalore,Hyderabad,1h 30m,Non Stop,"1,798"
1006,Air India,AI-560,"Thu, Feb 24",New Delhi,Hyderabad,2h 20m,Non Stop,"2,098"
1007,Air India,AI-544,"Thu, Feb 24",New Delhi,Hyderabad,2h 05m,Non Stop,"2,518"
1008,Air India,AI-542,"Thu, Feb 24",New Delhi,Hyderabad,2h 10m,Non Stop,"2,518"
1009,Air India,AI-839,"Thu, Feb 24",New Delhi,Hyderabad,2h 10m,Non Stop,"3,015"
1010,IndiGo,6E-2247,"Tue, Jan 4",New Delhi,Hyderabad,2h 10m,Non Stop,"3,199"
1011,IndiGo,6E-2331,"Tue, Jan 4",New Delhi,Hyderabad,2h 15m,Non Stop,"3,199"
1012,IndiGo,6E-552,"Tue, Jan 4",New Delhi,Hyderabad,2h 15m,Non Stop,"3,199"
1013,IndiGo,6E-2005,"Tue, Jan 4",New Delhi,Hyderabad,2h 15m,Non Stop,"3,199"
1014,IndiGo,6E-6205,"Tue, Jan 4",New Delhi,Hyderabad,2h 15m,Non Stop,"3,199"
1015,IndiGo,6E-967,"Tue, Jan 4",New Delhi,Hyderabad,2h 15m,Non Stop,"3,199"
1016,IndiGo,6E-6172,"Tue, Jan 4",Kolkata,Hyderabad,2h 10m,Non Stop,"2,603"
1017,IndiGo,6E-321/6417,"Tue, Jan 4",Kolkata,Hyderabad,6h 15m,1 Stop,"2,655"
1018,IndiGo,6E-6021,"Tue, Jan 4",Kolkata,Hyderabad,2h 20m,Non Stop,"2,750"
1019,Go First,G8-125,"Tue, Jan 4",Kolkata,Hyderabad,2h 10m,Non Stop,"2,821"
1020,Go First,G8-626,"Wed, Jan 5",Kolkata,Hyderabad,2h 20m,Non Stop,"2,821"
1021,IndiGo,6E-725,"Wed, Jan 5",Kolkata,Hyderabad,2h 05m,Non Stop,"3,129"
1022,Air India,AI-526,"Wed, Jan 5",Kolkata,Hyderabad,2h 15m,Non Stop,"3,171"
1023,IndiGo,6E-496,"Wed, Jan 5",Kolkata,Hyderabad,2h 15m,Non Stop,"3,629"
1024,IndiGo,6E-375/501,"Wed, Jan 5",Kolkata,Hyderabad,4h 20m,1 Stop,"4,242"
1025,IndiGo,6E-375/473,"Wed, Jan 5",Kolkata,Hyderabad,10h 00m,1 Stop,"4,242"
1026,TruJet,2T-108,"Wed, Jan 5",Tirupati,Hyderabad,1h 25m,Non Stop,"1,880"
1027,Air India,AI-541,"Wed, Jan 5",Tirupati,Hyderabad,1h 05m,Non Stop,"1,896"
1028,IndiGo,6E-5218,"Wed, Jan 5",Tirupati,Hyderabad,1h 10m,Non Stop,"1,896"
1029,SpiceJet,SG-1076,"Wed, Jan 5",Tirupati,Hyderabad,1h 15m,Non Stop,"1,896"
1030,SpiceJet,SG-3730,"Sun, Jan 2",Tirupati,Hyderabad,1h 20m,Non Stop,"1,896"
1031,SpiceJet,SG-4053,"Sun, Jan 2",Tirupati,Hyderabad,1h 20m,Non Stop,"2,000"
1032,IndiGo,6E-2069,"Sun, Jan 2",Tirupati,Hyderabad,1h 10m,Non Stop,"2,188"
1033,IndiGo,6E-7069,"Sun, Jan 2",Tirupati,Hyderabad,1h 25m,Non Stop,"2,188"
1034,TruJet,2T-548/542,"Sun, Jan 2",Tirupati,Hyderabad,3h 30m,1 Stop,"2,749"
1035,IndiGo,6E-7266,"Sun, Jan 2",Tirupati,Hyderabad,1h 25m,Non Stop,"2,852"
1036,IndiGo,6E-744,"Sun, Jan 2",Goa,Hyderabad,1h 05m,Non Stop,"2,270"
1037,IndiGo,6E-493,"Sun, Jan 2",Goa,Hyderabad,1h 10m,Non Stop,"2,270"
1038,IndiGo,6E-712,"Sun, Jan 2",Goa,Hyderabad,1h 15m,Non Stop,"2,270"
1039,IndiGo,6E-468,"Sun, Jan 2",Goa,Hyderabad,1h 15m,Non Stop,"2,270"
1040,IndiGo,6E-281,"Mon, Feb 14",Goa,Hyderabad,1h 15m,Non Stop,"2,270"
1041,Air Asia,I5-1518,"Mon, Feb 14",Goa,Hyderabad,1h 20m,Non Stop,"2,270"
1042,Air Asia,I5-974,"Mon, Feb 14",Goa,Hyderabad,1h 20m,Non Stop,"2,270"
1043,Go First,G8-572,"Mon, Feb 14",Goa,Hyderabad,1h 20m,Non Stop,"2,270"
1044,Air India,9I-9658/619,"Mon, Feb 14",Goa,Hyderabad,24h 35m,1 Stop,"3,800"
1045,Air India,AI-697/619,"Mon, Feb 14",Goa,Hyderabad,22h 35m,1 Stop,"3,837"
1046,SpiceJet,SG-2861/161,"Mon, Feb 14",Dehradun,Hyderabad,11h 10m,1 Stop,"5,560"
1047,SpiceJet,SG-2034/161,"Mon, Feb 14",Dehradun,Hyderabad,24h 05m,1 Stop,"5,560"
1048,Air India,9I-9858/560,"Mon, Feb 14",Dehradun,Hyderabad,26h 35m,1 Stop,"6,374"
1049,IndiGo,6E-518/278,"Mon, Feb 14",Dehradun,Hyderabad,5h 40m,1 Stop,"6,481"
1050,Air India,9I-9610/560,"Sat, Dec 25",Dehradun,Hyderabad,14h 50m,1 Stop,"6,842"
1051,SpiceJet,SG-3762/161,"Sat, Dec 25",Dehradun,Hyderabad,6h 15m,1 Stop,"7,052"
1052,Air India,9I-9610/542,"Sat, Dec 25",Dehradun,Hyderabad,16h 15m,1 Stop,"7,682"
1053,Go First,G8-2306/422,"Sat, Dec 25",Dehradun,Hyderabad,6h 15m,1 Stop,"8,024"
1054,Go First,G8-2302/422,"Sat, Dec 25",Dehradun,Hyderabad,9h 05m,1 Stop,"8,024"
1055,IndiGo,6E-6585/967,"Sat, Dec 25",Dehradun,Hyderabad,8h 55m,1 Stop,"8,105"
1056,IndiGo,6E-6605/5312,"Sat, Dec 25",Ahmedabad,Hyderabad,7h 20m,1 Stop,"2,200"
1057,IndiGo,6E-6605/354,"Sat, Dec 25",Ahmedabad,Hyderabad,9h 20m,1 Stop,"2,200"
1058,IndiGo,6E-6794/5209,"Sat, Dec 25",Ahmedabad,Hyderabad,9h 40m,1 Stop,"2,200"
1059,Go First,G8-709,"Sat, Dec 25",Ahmedabad,Hyderabad,1h 45m,Non Stop,"2,438"
1060,IndiGo,6E-879,"Wed, Jan 12",Ahmedabad,Hyderabad,1h 40m,Non Stop,"2,457"
1061,IndiGo,6E-6594,"Wed, Jan 12",Ahmedabad,Hyderabad,1h 45m,Non Stop,"2,457"
1062,IndiGo,6E-458/6178,"Wed, Jan 12",Ahmedabad,Hyderabad,5h 25m,1 Stop,"3,403"
1063,IndiGo,6E-758/6491,"Wed, Jan 12",Ahmedabad,Hyderabad,5h 40m,1 Stop,"3,403"
1064,IndiGo,6E-823/6491,"Wed, Jan 12",Ahmedabad,Hyderabad,8h 15m,1 Stop,"3,403"
1065,IndiGo,6E-758/6067,"Wed, Jan 12",Ahmedabad,Hyderabad,9h 15m,1 Stop,"3,403"
1066,IndiGo,6E-7923/883,"Wed, Jan 12",Rajahmundry,Hyderabad,3h 45m,1 Stop,"2,829"
1067,IndiGo,6E-7923/6226,"Wed, Jan 12",Rajahmundry,Hyderabad,5h 30m,1 Stop,"2,829"
1068,IndiGo,6E-7265/2069,"Wed, Jan 12",Rajahmundry,Hyderabad,5h 45m,1 Stop,"2,859"
1069,TruJet,2T-144,"Wed, Jan 12",Rajahmundry,Hyderabad,1h 15m,Non Stop,"3,426"
1070,IndiGo,6E-7119,"Thu, Jan 20",Rajahmundry,Hyderabad,1h 00m,Non Stop,"3,429"
1071,IndiGo,6E-7229,"Thu, Jan 20",Rajahmundry,Hyderabad,1h 15m,Non Stop,"3,429"
1072,IndiGo,6E-7312,"Thu, Jan 20",Rajahmundry,Hyderabad,1h 15m,Non Stop,"3,429"
1073,IndiGo,6E-7126,"Thu, Jan 20",Rajahmundry,Hyderabad,1h 15m,Non Stop,"3,429"
1074,IndiGo,6E-7294,"Thu, Jan 20",Rajahmundry,Hyderabad,1h 25m,Non Stop,"3,429"
1075,Go First,G8-102,"Thu, Jan 20",Port Blair,Kolkata,2h 10m,Non Stop,"5,059"
1076,SpiceJet,SG-254,"Thu, Jan 20",Port Blair,Kolkata,2h 00m,Non Stop,"5,584"
1077,Air India,AI-788,"Thu, Jan 20",Port Blair,Kolkata,2h 05m,Non Stop,"5,860"
1078,IndiGo,6E-6306/283,"Thu, Jan 20",Port Blair,Kolkata,8h 55m,1 Stop,"7,466"
1079,IndiGo,6E-6306/944,"Thu, Jan 20",Port Blair,Kolkata,12h 20m,1 Stop,"7,466"
1080,IndiGo,6E-599,"Wed, Feb 23",Port Blair,Kolkata,2h 05m,Non Stop,"7,577"
1081,IndiGo,6E-6596/201,"Wed, Feb 23",Port Blair,Kolkata,7h 40m,1 Stop,"8,931"
1082,IndiGo,6E-6596/676,"Wed, Feb 23",Port Blair,Kolkata,9h 45m,1 Stop,"8,931"
1083,IndiGo,6E-6596/975,"Wed, Feb 23",Port Blair,Kolkata,11h 10m,1 Stop,"8,931"
1084,IndiGo,6E-6596/952,"Wed, Feb 23",Port Blair,Kolkata,12h 55m,1 Stop,"8,931"
1085,SpiceJet,SG-3010/388,"Wed, Feb 23",Bangalore,Kolkata,15h 10m,1 Stop,"3,104"
1086,Air India,AI-776,"Wed, Feb 23",Bangalore,Kolkata,2h 35m,Non Stop,"3,393"
1087,SpiceJet,SG-517,"Wed, Feb 23",Bangalore,Kolkata,2h 30m,Non Stop,"3,595"
1088,SpiceJet,SG-401,"Wed, Feb 23",Bangalore,Kolkata,2h 35m,Non Stop,"3,595"
1089,IndiGo,6E-6572,"Wed, Feb 23",Bangalore,Kolkata,2h 30m,Non Stop,"3,597"
1090,IndiGo,6E-172,"Tue, Jan 4",Bangalore,Kolkata,2h 35m,Non Stop,"3,597"
1091,IndiGo,6E-146,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
1092,IndiGo,6E-6339,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
1093,IndiGo,6E-455,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
